Date,Open,High,Low,Close,Volume,Change
2021-03-29,81700,81700,81000,81600,14952134,0.0012269938650306678
2021-03-30,81600,82300,81300,82200,13121698,0.007352941176470562
2021-03-31,82400,82700,81400,81400,17240518,-0.009732360097323589
2021-04-01,82500,83000,82000,82900,18676461,0.01842751842751844
2021-04-02,84000,85200,83900,84800,22997538,0.022919179734619988
2021-04-05,85800,86000,84800,85400,16255990,0.007075471698113178
2021-04-06,86200,86200,85100,86000,19042023,0.007025761124121788
2021-04-07,86100,86200,85400,85600,17885538,-0.0046511627906976605
2021-04-08,85700,85700,84100,84700,19244259,-0.010514018691588745
2021-04-09,84700,84900,83400,83600,18193707,-0.012987012987012991
2021-04-12,84100,84100,83100,83200,12915282,-0.004784688995215336
2021-04-13,83000,84500,82800,84000,15238206,0.009615384615384581
2021-04-14,84000,84300,83400,84000,13794652,0.0
2021-04-15,83700,84500,83400,84100,16377412,0.0011904761904761862
2021-04-16,84700,84700,83600,83900,15429522,-0.0023781212841854638
2021-04-19,83800,84000,83300,83300,15287311,-0.007151370679380209
2021-04-20,83300,84000,83100,83900,15521965,0.007202881152460927
2021-04-21,83300,83500,82500,82600,21636079,-0.015494636471990453
2021-04-22,82900,83000,82400,82400,13934746,-0.002421307506053294
2021-04-23,81900,82900,81600,82800,17805080,0.004854368932038833
2021-04-26,82900,83500,82600,83500,15489938,0.008454106280193274
2021-04-27,83200,83300,82500,82900,12941533,-0.007185628742514938
2021-04-28,83200,83200,82100,82100,15596759,-0.00965018094089265
2021-04-29,82400,82500,81500,81700,20000973,-0.00487210718635811
2021-04-30,81900,82100,81500,81500,18673197,-0.002447980416156681
2021-05-03,81000,82400,81000,81700,15710336,0.0024539877300613355
2021-05-04,81900,82600,81800,82600,12532550,0.01101591187270512
2021-05-06,81700,82300,81700,82300,17047511,-0.003631961259079941
2021-05-07,81800,82100,81500,81900,14154882,-0.004860267314702349
2021-05-10,82300,83500,81800,83200,19385027,0.015873015873015817
2021-05-11,82500,82600,81100,81200,28996680,-0.024038461538461564
2021-05-12,80800,81200,79800,80000,35812268,-0.014778325123152691
2021-05-13,78900,79600,78400,78500,31490096,-0.018750000000000044
2021-05-14,79000,80300,78900,80100,16450920,0.020382165605095537
2021-05-17,80800,80900,79200,79600,17740855,-0.006242197253433224
2021-05-18,79600,80000,79100,79600,17494407,0.0
2021-05-20,79400,79700,79100,79500,16541828,-0.0012562814070351536
2021-05-21,80100,81500,79800,80100,20961714,0.007547169811320753
2021-05-24,80100,80400,79500,79700,13398666,-0.004993757802746579
2021-05-25,80000,80400,79800,79900,13628942,0.0025094102885820924
2021-05-26,80400,80500,79700,79800,11984359,-0.0012515644555695093
2021-05-27,80000,80000,79100,79600,23198510,-0.0025062656641604564
2021-05-28,79800,80400,79400,80100,12360199,0.00628140703517599
2021-05-31,80300,80600,79600,80500,13321324,0.004993757802746579
2021-06-01,80500,81300,80100,80600,14058401,0.001242236024844745
2021-06-02,80400,81400,80300,80800,16414644,0.002481389578163684
2021-06-03,81300,83000,81100,82800,29546007,0.024752475247524774
2021-06-04,82700,82700,81500,82200,18112259,-0.007246376811594235
2021-06-07,82700,82800,81600,81900,16496197,-0.0036496350364964014
2021-06-08,82300,82600,81800,81900,12781226,0.0
2021-06-09,81500,82000,81100,81100,14908823,-0.009768009768009733
2021-06-10,81300,81400,80900,81000,17586995,-0.0012330456226880004
2021-06-11,81200,81700,80700,81000,14087962,0.0
2021-06-14,80800,80900,80500,80500,10550078,-0.006172839506172867
2021-06-15,80900,81200,80600,80900,10075685,0.00496894409937898
2021-06-16,81500,81900,81100,81800,14999855,0.011124845488257096
2021-06-17,81100,81300,80700,80900,14007385,-0.011002444987775029
2021-06-18,81100,81100,80500,80500,14916721,-0.0049443757725586845
2021-06-21,79700,80000,79600,79900,16063340,-0.007453416149068359
2021-06-22,80200,80300,79900,80000,11773365,0.0012515644555695093
2021-06-23,80500,80600,79900,80100,13856548,0.0012499999999999734
2021-06-24,80400,81400,80100,81200,18771080,0.013732833957553092
2021-06-25,81500,81900,81200,81600,13481405,0.0049261083743843415
2021-06-28,81700,82000,81600,81900,11578529,0.003676470588235281
2021-06-29,81900,82100,80800,81000,15744317,-0.01098901098901095
2021-06-30,81100,81400,80700,80700,13288643,-0.0037037037037036535
2021-07-01,80500,80600,80000,80100,13382882,-0.0074349442379182396
2021-07-02,80000,80400,79900,80000,8753097,-0.0012484394506866447
2021-07-05,80100,80800,80000,80400,8330969,0.004999999999999893
2021-07-06,80600,81200,80500,81200,12131651,0.00995024875621886
2021-07-07,81200,81300,80300,80800,15992202,-0.0049261083743842304
2021-07-08,81100,81200,79900,79900,16660998,-0.011138613861386149
2021-07-09,79600,79800,79000,79400,22720577,-0.006257822277847325
2021-07-12,79900,80000,79500,79700,9768108,0.0037783375314861534
2021-07-13,80000,80200,79800,79800,9863450,0.0012547051442910462
2021-07-14,79400,79600,79100,79500,11575636,-0.003759398496240629
2021-07-15,79800,80600,79500,80600,13766279,0.01383647798742138
2021-07-16,80100,80100,79500,79800,10859399,-0.00992555831265507
2021-07-19,79100,79200,78800,79000,13155414,-0.010025062656641603
2021-07-20,78500,79000,78400,79000,12456646,0.0
2021-07-21,79000,79100,78500,78500,12355296,-0.006329113924050667
2021-07-22,79000,79800,78900,79700,12618790,0.015286624203821653
2021-07-23,79700,79900,79200,79300,9098910,-0.005018820577164407
2021-07-26,79400,79500,78800,78800,10040975,-0.006305170239596425
2021-07-27,79200,79400,78500,78500,11427693,-0.0038071065989847552
2021-07-28,78300,79200,78100,79200,12743417,0.008917197452229297
2021-07-29,78800,79400,78800,79000,14360453,-0.002525252525252486
2021-07-30,78900,78900,78500,78500,13823411,-0.006329113924050667
2021-08-02,79200,79500,78700,79300,11739124,0.010191082802547768
2021-08-03,79400,81400,79300,81400,24339360,0.02648171500630525
2021-08-04,82200,83100,81800,82900,25642368,0.01842751842751844
2021-08-05,83300,83300,82000,82100,18485469,-0.00965018094089265
2021-08-06,81900,82500,81300,81500,13342623,-0.0073081607795371095
2021-08-09,81500,82300,80900,81500,15522581,0.0
2021-08-10,82300,82400,80100,80200,20362639,-0.015950920245398792
2021-08-11,79600,79800,78500,78500,30241137,-0.021197007481296715
2021-08-12,77100,78200,76900,77000,42365223,-0.019108280254777066
2021-08-13,75800,76000,74100,74400,61270643,-0.03376623376623378
2021-08-17,74000,75100,74000,74200,30944847,-0.0026881720430107503
2021-08-18,73900,74600,73100,73900,29192631,-0.0040431266846361336
2021-08-19,73500,74400,73100,73100,22166298,-0.010825439783491153
2021-08-20,73500,73900,72500,72700,22364803,-0.005471956224350261
2021-08-23,73300,74000,73000,73300,19384648,0.008253094910591452
2021-08-24,73900,75700,73900,75600,21016913,0.03137789904502042
2021-08-25,76200,76600,74900,75700,22319664,0.001322751322751392
2021-08-26,76100,76200,74600,74600,16671494,-0.014531043593130732
2021-08-27,74300,75000,73800,74300,15172748,-0.004021447721179627
2021-08-30,75400,75500,74200,74600,12686999,0.004037685060565233
2021-08-31,74900,76700,74300,76700,24630370,0.02815013404825728
2021-09-01,76700,77100,75900,76800,16114775,0.0013037809647979959
2021-09-02,76800,76800,75700,76000,15347486,-0.01041666666666663
2021-09-03,76400,76700,76000,76600,12096419,0.007894736842105177
2021-09-06,76800,77600,76600,77300,12861180,0.009138381201044377
2021-09-07,77100,77100,75900,76100,13239401,-0.015523932729624823
2021-09-08,76000,76400,75600,76300,11798147,0.0026281208935610145
2021-09-09,76400,76600,75000,75300,17600770,-0.013106159895150737
2021-09-10,75300,75600,74800,75300,10103212,0.0
2021-09-13,75200,76300,75100,76300,11397775,0.013280212483399723
2021-09-14,77100,77700,76600,76600,18167057,0.003931847968545288
2021-09-15,77400,77400,76400,77000,12829128,0.005221932114882533
2021-09-16,77300,77400,76100,76100,13067622,-0.011688311688311637
2021-09-17,76300,77200,75900,77200,16289502,0.014454664914586024
2021-09-23,77500,77600,76800,77400,17055590,0.002590673575129543
2021-09-24,77600,77700,77100,77300,12247274,-0.0012919896640827266
2021-09-27,77300,77700,77000,77700,11699798,0.005174644243208348
2021-09-28,77700,77800,76200,76300,15406382,-0.018018018018018056
2021-09-29,74800,75300,73800,74100,23992458,-0.028833551769331556
2021-09-30,74300,74800,73700,74100,19919361,0.0
2021-10-01,73900,74000,72900,73200,15803395,-0.012145748987854255
2021-10-05,73000,73000,71400,72200,24013921,-0.013661202185792365
2021-10-06,72600,72800,71200,71300,18956962,-0.012465373961218829
2021-10-07,71600,72100,71300,71600,13683532,0.004207573632538653
2021-10-08,72300,72400,71500,71500,14043287,-0.0013966480446927498
2021-10-12,70700,70900,68700,69000,31001484,-0.034965034965035
2021-10-13,68700,69600,68300,68800,24172015,-0.0028985507246376274
2021-10-14,69000,69800,68800,69400,19520641,0.008720930232558155
2021-10-15,70200,71000,70000,70100,18051612,0.01008645533141217
2021-10-18,70200,70300,69200,70200,13486391,0.0014265335235377208
2021-10-19,70800,71000,70400,70600,9507991,0.005698005698005604
2021-10-20,70700,71000,70200,70300,10151638,-0.004249291784702569
2021-10-21,70300,70600,70000,70200,10891094,-0.0014224751066855834
2021-10-22,70000,70700,70000,70400,8395448,0.002849002849002913
2021-10-25,69900,70600,69500,70200,10029621,-0.0028409090909090606
2021-10-26,70600,71500,70400,71100,10528252,0.012820512820512775
2021-10-27,71000,71000,70000,70100,10295316,-0.01406469760900142
2021-10-28,69500,72200,69500,70700,20644902,0.008559201141226769
2021-10-29,71200,71600,69700,69800,17016151,-0.012729844413012725
2021-11-01,70200,70600,69900,69900,11503729,0.0014326647564470996
2021-11-02,70800,72200,70700,71500,16812570,0.022889842632331847
2021-11-03,71700,71700,70100,70400,12770428,-0.01538461538461533
2021-11-04,71200,71600,70500,70600,11818987,0.0028409090909091717
2021-11-05,71600,71600,70200,70200,12667743,-0.005665722379603388
2021-11-08,70400,70600,69800,70600,11121981,0.005698005698005604
2021-11-09,70300,71000,70100,70500,11159589,-0.0014164305949008194
2021-11-10,70300,70900,70200,70200,9422009,-0.004255319148936176
2021-11-11,69900,70000,69600,69900,11489122,-0.004273504273504258
2021-11-12,70200,70900,69900,70600,10087450,0.010014306151645114
2021-11-15,71700,71900,70900,71400,12420710,0.011331444759206777
2021-11-16,71500,72000,71300,71300,10919239,-0.0014005602240896309
2021-11-17,71300,71600,70600,70700,11027606,-0.008415147265077194
2021-11-18,70700,71000,70200,70200,10144957,-0.007072135785007094
2021-11-19,70400,71400,70100,71200,11954728,0.014245014245014342
2021-11-22,73300,75200,73000,74900,27506623,0.05196629213483139
2021-11-23,76000,76000,74500,75300,22029195,0.005340453938584844
2021-11-24,76000,76200,74100,74800,15652305,-0.006640106241699861
2021-11-25,75100,75100,73600,73700,12559258,-0.014705882352941124
2021-11-26,73500,74100,72000,72300,13002242,-0.018995929443690662
2021-11-29,71700,73000,71400,72300,16682559,0.0
2021-11-30,73200,73900,70500,71300,30364841,-0.013831258644536604
2021-12-01,72000,74800,71600,74400,21954856,0.04347826086956519
2021-12-02,73900,75800,73800,75800,23652940,0.018817204301075252
2021-12-03,75600,76000,74100,75600,18330240,-0.0026385224274406704
2021-12-06,75100,76700,74900,76300,16391250,0.0092592592592593
2021-12-07,76100,77700,75600,77400,19232453,0.014416775884665833
2021-12-08,78300,78600,77100,77400,21558340,0.0
2021-12-09,77400,78200,77000,78200,21604528,0.010335917312661591
2021-12-10,77400,77600,76800,76900,9155219,-0.01662404092071612
2021-12-13,77200,78300,76500,76800,15038750,-0.0013003901170350884
2021-12-14,76500,77200,76200,77000,10976660,0.0026041666666667407
2021-12-15,76400,77600,76300,77600,9584939,0.007792207792207684
2021-12-16,78500,78500,77400,77800,11996128,0.002577319587628857
2021-12-17,76800,78000,76800,78000,13108479,0.0025706940874035134
2021-12-20,77600,77800,76800,77100,11264375,-0.011538461538461497
2021-12-21,77900,78300,77500,78100,14245298,0.012970168612191912
2021-12-22,78900,79400,78800,79400,17105892,0.016645326504481472
2021-12-23,79800,80000,79300,79900,13577498,0.006297229219143663
2021-12-24,80200,80800,80200,80500,12086380,0.007509386733416834
2021-12-27,80600,80600,79800,80200,10783368,-0.003726708074534124
2021-12-28,80200,80400,79700,80300,18226325,0.0012468827930174342
2021-12-29,80200,80200,78500,78800,19794795,-0.018679950186799466
2021-12-30,78900,79500,78100,78300,14236700,-0.006345177664974666
2022-01-03,79400,79800,78200,78600,13502112,0.003831417624521105
2022-01-04,78800,79200,78300,78700,12427416,0.0012722646310432406
2022-01-05,78800,79000,76400,77400,25470640,-0.016518424396442133
2022-01-06,76700,77600,76600,76900,12931954,-0.006459948320413411
2022-01-07,78100,78400,77400,78300,15163757,0.01820546163849146
2022-01-10,78100,78100,77100,78000,9947422,-0.003831417624521105
2022-01-11,78400,79000,78000,78900,13221123,0.011538461538461497
2022-01-12,79500,79600,78600,78900,11000502,0.0
2022-01-13,79300,79300,77900,77900,13889401,-0.012674271229404344
2022-01-14,77700,78100,77100,77300,10096725,-0.007702182284980763
2022-01-17,77600,77800,76900,77500,8785122,0.002587322121604174
2022-01-18,77600,77800,76600,77000,9592788,-0.006451612903225823
2022-01-19,76500,76900,76100,76300,10598290,-0.009090909090909038
2022-01-20,76200,76700,75900,76500,9708168,0.002621231979030192
2022-01-21,75800,75800,74700,75600,15774888,-0.0117647058823529
2022-01-24,75400,75800,74700,75100,13691134,-0.006613756613756627
2022-01-25,74800,75000,73200,74000,17766704,-0.01464713715046606
2022-01-26,73900,74400,73100,73300,12976730,-0.009459459459459474
2022-01-27,73800,74000,71300,71300,22274777,-0.027285129604365577
2022-01-28,71300,73700,71200,73300,21367447,0.028050490883590573
2022-02-03,74900,74900,73300,73300,17744721,0.0
2022-02-04,74300,74600,73400,74000,12730034,0.009549795361528002
2022-02-07,73500,73600,72400,73000,14240838,-0.013513513513513487
2022-02-08,73800,74200,73000,73500,11736666,0.006849315068493178
2022-02-09,74300,74700,74000,74700,9699122,0.01632653061224487
2022-02-10,75600,75800,74700,75400,17746033,0.009370816599732157
2022-02-11,75000,75500,74600,74900,12205407,-0.006631299734747964
2022-02-14,74400,74500,73100,73700,13993255,-0.01602136181575431
2022-02-15,74100,74200,73100,73700,9320365,0.0
2022-02-16,74600,74900,74200,74800,10767386,0.014925373134328401
2022-02-17,75000,75600,74500,75000,13605382,0.002673796791443861
2022-02-18,74600,74800,73700,74300,10122226,-0.009333333333333305
2022-02-21,73200,74300,72600,74200,10489717,-0.0013458950201884479
2022-02-22,73000,73400,72800,73400,11692469,-0.010781671159029615
2022-02-23,73800,73800,72800,73000,10397964,-0.00544959128065392
2022-02-24,72300,72300,71300,71500,15759283,-0.020547945205479423
2022-02-25,72100,72600,71900,71900,13168484,0.005594405594405494
2022-02-28,71100,72100,71000,72100,17781783,0.0027816411682892728
2022-03-02,72300,72400,71500,71700,12481430,-0.00554785020804438
2022-03-03,72300,73100,72200,72900,13232638,0.01673640167364021
2022-03-04,72700,72700,71200,71500,13409634,-0.019204389574759895
2022-03-07,70000,70600,69900,70100,18617138,-0.01958041958041956
2022-03-08,68800,70000,68700,69500,15828269,-0.008559201141226769
2022-03-10,70800,71200,70500,71200,21159248,0.02446043165467615
2022-03-11,70500,70700,69700,70000,15787655,-0.016853932584269704
2022-03-14,70000,70200,69600,70200,9040993,0.0028571428571428914
2022-03-15,69800,70100,69500,69500,10258562,-0.009971509971509973
2022-03-16,70200,70500,69700,70400,10175750,0.012949640287769792
2022-03-17,71200,71800,70900,71200,17646315,0.011363636363636465
2022-03-18,70600,70900,70200,70700,14410038,-0.0070224719101124045
2022-03-21,70900,71000,69900,69900,11169002,-0.011315417256011262
2022-03-22,69900,70500,69900,70300,9402666,0.005722460658083017
2022-03-23,70600,71200,70300,70500,12398025,0.002844950213371167
2022-03-24,69600,70300,69600,69800,37943357,-0.009929078014184411
2022-03-25,70100,70200,69600,69800,12986010,0.0
2022-03-28,69500,69900,69200,69700,12619289,-0.0014326647564469885
2022-03-29,70000,70300,69800,70200,13686208,0.007173601147776099
2022-03-30,70300,70500,69800,69900,12670187,-0.004273504273504258
2022-03-31,69900,70200,69600,69600,12510366,-0.0042918454935622075
2022-04-01,69500,69500,69000,69100,15916846,-0.007183908045977017
2022-04-04,68900,69300,68600,69300,11107905,0.0028943560057888007
2022-04-05,69400,69600,69100,69200,8467248,-0.0014430014430014682
2022-04-06,68600,68800,68500,68500,15517308,-0.010115606936416222
2022-04-07,68500,68500,68000,68000,20683327,-0.007299270072992692
2022-04-08,68100,68300,67700,67800,15453191,-0.002941176470588225
2022-04-11,67800,68100,67400,67900,12263735,0.001474926253687281
2022-04-12,67600,67700,67000,67000,13924389,-0.013254786450662692
2022-04-13,67300,69000,67200,68700,17378619,0.025373134328358304
2022-04-14,68700,68700,67500,67500,16409494,-0.017467248908296984
2022-04-15,67200,67300,66500,66600,13176415,-0.013333333333333308
2022-04-18,66500,67100,66100,66700,10119203,0.0015015015015014122
2022-04-19,67100,68000,67000,67300,12959434,0.008995502248875464
2022-04-20,67000,67400,66500,67400,16693293,0.0014858841010401136
2022-04-21,67600,68300,67500,67700,12847448,0.004451038575667754
2022-04-22,67200,67300,66700,67000,11791478,-0.010339734121122546
2022-04-25,66500,66700,66300,66300,11016474,-0.010447761194029903
2022-04-26,66400,66700,66100,66100,12946923,-0.003016591251885359
2022-04-27,65400,65500,64900,65000,18122084,-0.016641452344931973
2022-04-28,65400,65500,64500,64800,16895527,-0.003076923076923088
2022-04-29,65100,67600,65000,67400,26190390,0.04012345679012341
2022-05-02,66600,67600,66500,67300,14106184,-0.0014836795252225476
2022-05-03,67400,68400,67300,67500,14168875,0.002971768202080227
2022-05-04,68000,68400,67500,67900,11505248,0.00592592592592589
2022-05-06,67000,67100,66500,66500,14356156,-0.020618556701030966
2022-05-09,66300,66900,66100,66100,11858736,-0.006015037593984918
2022-05-10,65900,66300,65300,65700,17235605,-0.006051437216338829
2022-05-11,65500,66300,65200,65700,12330920,0.0
2022-05-12,65200,65500,64900,64900,16414188,-0.0121765601217656
2022-05-13,65300,66700,65200,66500,14551536,0.024653312788905923
2022-05-16,67100,67400,66100,66300,11937555,-0.003007518796992459
2022-05-17,66600,67900,66600,67600,15680447,0.019607843137254832
2022-05-18,68300,68700,67600,68100,16486319,0.007396449704142105
2022-05-19,66500,67600,66500,67500,17073727,-0.008810572687224627
2022-05-20,67800,68400,67700,68000,12109671,0.007407407407407307
2022-05-23,68800,68800,67600,67900,13684088,-0.0014705882352941124
2022-05-24,67500,67700,66500,66500,15482576,-0.020618556701030966
2022-05-25,66700,67100,65900,66400,15150490,-0.0015037593984962294
2022-05-26,66300,67200,65500,65900,15970890,-0.0075301204819276935
2022-05-27,66700,66900,66200,66500,11405555,0.009104704097116834
2022-05-30,67500,67800,66900,67700,14255484,0.018045112781954975
2022-05-31,67500,67500,66700,67400,24365002,-0.004431314623338234
2022-06-02,66600,67000,66400,66700,14959443,-0.010385756676557834
2022-06-03,67200,67300,66800,66800,8222883,0.0014992503748125774
2022-06-07,66200,66400,65400,65500,19355755,-0.019461077844311392
2022-06-08,65400,65700,65300,65300,12483180,-0.003053435114503844
2022-06-09,65100,65200,64500,65200,25790725,-0.0015313935681470214
2022-06-10,64000,64400,63800,63800,22193552,-0.021472392638036797
2022-06-13,62400,62800,62100,62100,22157816,-0.026645768025078342
2022-06-14,61200,62200,61100,61900,24606419,-0.0032206119162641045
2022-06-15,61300,61500,60200,60700,26811224,-0.01938610662358642
2022-06-16,61300,61800,60500,60900,23394895,0.0032948929159801743
2022-06-17,59400,59900,59400,59800,29053450,-0.01806239737274218
2022-06-20,59800,59900,58100,58700,34111306,-0.018394648829431426
